CPE,mean,std,min,max,missing_pct,hora_pico,mean_noite,mean_dia,ratio_noite_dia,std_diario,mean_diario,diff_utilizacao_nao_utilizacao,hora_pico_utilizacao,hora_pico_nao_utilizacao,std_mensal,amplitude_horaria,cv
PT0002000068859187RL,11.734562087986008,11.20055195921767,0.0,58.0,0.00017119728040891695,0,15.164043423112718,10.992873910127432,1.3794430416546943,681.493998228683,1124.7983587338804,6.392762467538003,0,0,18750.79176752799,14.55551563583803,0.9544925388127551
PT0002000068859325FL,31.50468339489015,27.806965356384325,0.0,500.0,0.0365383909901317,19,11.141991980862286,40.069775535061765,0.2780647466096446,1169.1397173220078,2909.991207502931,10.23088625139972,19,17,32194.85690152206,51.92813641900122,0.8826295763027546
PT0002000068859382XF,20.488029278706858,17.667314679958235,0.0,92.0,0.037724543575822056,11,10.183396784393668,27.182905052264807,0.37462503602223396,1053.363882516848,1890.0867526377492,12.325174644965458,11,11,23805.943315777746,25.453658536585365,0.8623237715849917
PT0002000068859393XH,24.428556577466857,18.18896093464227,0.0,110.0,0.00015896890323685144,19,7.099671874363501,32.22300469483568,0.22032929398112125,886.8865863001872,2341.590269636577,8.673823967428094,19,11,22273.66284685188,34.28579812206573,0.7445778008603238
PT0002000068859597LS,29.197316816226028,23.99151058316524,0.0,142.0,0.03656284774447583,10,19.830360564594304,35.06412041064903,0.5655456441614258,1806.708136927367,2696.7983587338804,12.884378706429763,10,2,46152.08803042194,26.026492082825825,0.821702580897169
PT0002000069698702RB,2.170356412290671,1.1069549545749329,0.0,7.344,0.4297051738263815,17,1.579649963996159,2.5873386243386243,0.6105308169316064,105.63510301764957,118.66226494724549,0.46051399301068435,17,17,3214.7530228091573,2.5877921810699585,0.5100337199486114
PT0002000069803182JW,0.47300196561729746,0.7091207330247061,0.0,4.684,0.6080682832581288,23,0.8170890429505083,0.19248502994011976,4.244948519917091,34.19817973476156,17.772785463071507,0.027781861856752927,23,23,959.2908580018791,0.9511497005988024,1.4991919369706186
PT0002000071896778MT,9.932266502758798,13.190327429350937,0.0,68.0,0.14452718979664209,7,11.560849451180658,10.10856359004507,1.1436688653337257,953.9255500869708,814.5855803048065,6.666338522049351,7,23,24054.187506861042,9.576817558299041,1.3280279406203181
PT0002000073231742VK,4.895305887820748,3.3665863897958612,0.0,22.0,0.00018342565758098242,12,3.168021463836229,6.111334674714958,0.5183845481321133,155.2267285098213,469.2262602579132,1.972794439318535,12,17,4189.325641834654,6.058392018779343,0.6877172677139018
PT0002000073481266XH,4.324336502214832,3.6559351981899195,0.0,24.0,0.03656284774447583,11,1.94715231813994,5.929310944840786,0.32839436761774093,186.1873486100087,399.415592028136,2.8510916206715176,11,22,4021.8448239139807,6.200974421437272,0.8454326337271459
PT0002000073598156DE,0.6331559806150018,0.6355183680688345,0.0,3.36,0.4297418589578977,20,0.005408752222522045,0.978042328042328,0.005530182147993868,30.79943577734908,34.615001172332924,0.006652599822127546,20,20,944.9494947321072,1.5345576131687244,1.0037311302841017
PT0002000073717386HC,5.496204957670682,9.045480723268374,0.0,33.0,0.03656284774447583,18,0.9029757915360016,8.562945884809468,0.10545153545088573,358.3796305498414,507.65474794841737,0.2090749982350674,18,18,10104.633855472493,14.850487210718637,1.6457684516739515
PT0002000075637532JB,4.327908572408766,5.40751435452686,0.0,31.0,0.14453941817381416,10,1.2640562675275102,6.465755437977661,0.19550016694149475,274.40294898111966,354.9443141852286,3.5841163701811727,10,19,5867.859944074659,9.337448559670783,1.2494520769225084
PT0002000077394934QY,20.47566826593557,9.760734319474293,0.0,83.0,0.0365750761216479,12,14.445486262543314,24.613755002610052,0.5868867330893441,641.7760306288534,1891.2028135990622,3.8918162886299594,12,10,21613.772391136677,17.026187576126677,0.4766991823027715
